Temperature(C),Humidity,LPG,Smoke,Methane,Butane,CO,NH3,CO2,Alcohol,Acetone,Toluene,Benzene,Dangerous Degree
35,56,0.024125965,7152.7,0.236232,0.036168,0.043949,4.7025,4.7025,0.137423,0.678,0.1357,27.5316,3
35,56,0.02424085,7028.91,0.239465,0.036687,0.044058,4.801,4.801,0.139464,0.881,0.1369,28.1096,3
35,56,0.024355735,6905.12,0.242698,0.037206,0.044167,4.8995,4.8995,0.141505,1.084,0.1381,28.6876,3
35,56,0.02447062,6781.33,0.245931,0.037725,0.044276,4.998,4.998,0.143546,1.287,0.1393,29.2656,3
35,56,0.024585505,6657.54,0.249164,0.038244,0.044385,5.0965,5.0965,0.145587,1.49,0.1405,29.8436,3
35,56,0.02470039,6533.75,0.252397,0.038763,0.044494,5.195,5.195,0.147628,1.693,0.1417,30.4216,3
35,56,0.024815275,6409.96,0.25563,0.039282,0.044603,5.2935,5.2935,0.149669,1.896,0.1429,30.9996,3
35,56,0.02493016,6286.17,0.258863,0.039801,0.044712,5.392,5.392,0.15171,2.099,0.1441,31.5776,3
35,56,0.025045045,6162.38,0.262096,0.04032,0.044821,5.4905,5.4905,0.153751,2.302,0.1453,32.1556,3
35,56,0.02515993,6038.59,0.265329,0.040839,0.04493,5.589,5.589,0.155792,2.505,0.1465,32.7336,3
35,56,0.025274815,5914.8,0.268562,0.041358,0.045039,5.6875,5.6875,0.157833,2.708,0.1477,33.3116,3
35,56,0.0253897,5791.01,0.271795,0.041877,0.045148,5.786,5.786,0.159874,2.911,0.1489,33.8896,3
35,56,0.025504585,5667.22,0.275028,0.042396,0.045257,5.8845,5.8845,0.161915,3.114,0.1501,34.4676,3
35,56,0.02561947,5543.43,0.278261,0.042915,0.045366,5.983,5.983,0.163956,3.317,0.1513,35.0456,3
35,56,0.025734355,5419.64,0.281494,0.043434,0.045475,0.2758,0.2758,0.165997,3.52,0.1525,35.6236,3
35,56,0.02584924,5295.85,0.284727,0.043953,0.045584,0.2875,0.2875,0.168038,3.723,0.1537,36.2016,3
35,56,0.025964125,5172.06,0.28796,0.044472,0.045693,0.2992,0.2992,0.170079,3.926,0.1549,36.7796,3
35,56,0.02607901,5048.27,0.291193,0.044991,0.045802,0.3109,0.3109,0.17212,4.129,0.1561,37.3576,3
35,56,0.026193895,4924.48,0.294426,0.04551,0.045911,0.3226,0.3226,0.174161,4.332,0.1573,37.9356,3
35,56,0.02630878,4800.69,0.297659,0.046029,0.04602,0.3343,0.3343,0.176202,4.535,0.1585,38.5136,3
36,57,0.026423665,4676.9,0.300892,0.046548,0.046129,0.346,0.346,0.0965,4.738,0.1597,39.0916,3
36,57,0.02653855,4553.11,0.304125,0.047067,0.046238,0.3577,0.3577,0.0865,4.941,0.1609,39.6696,3
36,57,0.026653435,4429.32,0.307358,0.047586,0.046347,0.3694,0.3694,0.0765,5.144,0.1621,40.2476,3
36,57,0.02676832,4305.53,0.310591,0.048105,0.046456,0.3811,0.3811,0.0665,5.347,0.1633,40.8256,3
36,57,0.026883205,4181.74,0.313824,0.048624,0.046565,0.3928,0.3928,0.0565,5.55,0.1645,41.4036,3
36,57,0.02699809,4057.95,0.317057,0.049143,0.046674,0.4045,0.4045,0.076,5.753,0.1657,41.9816,3
36,57,0.027112975,3934.16,0.32029,0.049662,0.046783,0.4162,0.4162,0.089,5.956,0.1669,42.5596,3
36,57,0.02722786,3810.37,0.323523,0.050181,0.046892,0.4279,0.4279,0.102,6.159,0.1681,43.1376,3
36,57,0.027342745,3686.58,0.326756,0.0507,0.047001,0.4396,0.4396,0.115,6.362,0.1693,43.7156,3
36,57,0.02745763,3562.79,0.329989,0.051219,0.04711,0.4513,0.4513,0.128,6.565,0.1705,44.2936,3
36,57,0.027572515,3439,0.333222,0.051738,0.047219,0.463,0.463,0.141,6.768,0.1717,44.8716,3
36,57,0.0276874,3315.21,0.336455,0.052257,0.047328,0.4747,0.4747,0.154,6.971,0.1729,45.4496,3
36,57,0.027802285,3191.42,0.339688,0.052776,0.047437,0.4864,0.4864,0.167,7.174,0.1741,46.0276,3
36,57,0.02791717,3067.63,0.342921,0.053295,0.047546,0.4981,0.4981,0.18,7.377,0.1753,46.6056,3
36,57,0.028032055,2943.84,0.346154,0.053814,0.047655,0.5098,0.5098,0.193,7.58,0.1765,47.1836,3
36,57,0.02814694,2820.05,0.349387,0.054333,0.047764,0.5215,0.5215,0.206,7.783,0.1777,47.7616,3
36,57,0.028261825,2696.26,0.35262,0.054852,0.047873,0.5332,0.5332,0.219,7.986,0.1789,48.3396,3
36,57,0.02837671,2572.47,0.355853,0.055371,0.047982,0.5449,0.5449,0.232,8.189,0.1801,48.9176,3
36,57,0.028491595,2448.68,0.359086,0.05589,0.048091,0.5566,0.5566,0.245,8.392,0.1813,49.4956,3
36,57,0.02860648,2324.89,0.362319,0.056409,0.0482,0.5683,0.5683,0.258,8.595,0.1825,50.0736,3
36,57,0.028721365,2201.1,0.365552,0.056928,0.048309,0.58,0.58,0.271,8.798,0.1837,50.6516,3
36,57,0.02883625,2077.31,0.368785,0.057447,0.048418,0.5917,0.5917,0.284,9.001,0.1849,51.2296,3
36,57,0.028951135,1953.52,0.372018,0.057966,0.048527,0.6034,0.6034,0.297,9.204,0.1861,51.8076,3
36,57,0.02906602,1829.73,0.375251,0.058485,0.048636,0.6151,0.6151,0.055224,9.407,0.1873,52.3856,3
36,57,0.029180905,1705.94,0.378484,0.059004,0.048745,1.458784,1.458784,0.057466,9.61,0.1885,52.9636,3
36,57,0.02929579,1582.15,0.381717,0.059523,0.048854,1.698795,1.698795,0.059708,9.813,0.1897,53.5416,3
36,57,0.029410675,1458.36,0.38495,0.060042,0.048963,1.938806,1.938806,0.06195,10.016,0.1909,54.1196,3
36,57,0.02952556,1334.57,0.388183,0.060561,0.049072,2.178817,2.178817,0.064192,10.219,0.1921,54.6976,3
36,57,0.029640445,1210.78,0.391416,0.06108,0.049181,0.994567,0.994567,0.066434,10.422,0.1933,55.2756,3
36,57,0.02975533,1086.99,0.394649,0.061599,0.04929,0.998758,0.998758,0.068676,10.625,0.1945,55.8536,3
36,57,0.2341,963.2,0.397882,0.062118,0.049399,1.002949,1.002949,0.070918,10.828,0.1957,56.4316,3
36,57,0.3341,839.41,0.401115,0.062637,0.049508,1.00714,1.00714,0.07316,11.031,0.1969,57.0096,3
36,57,0.4341,715.62,0.404348,0.063156,0.049617,1.011331,1.011331,0.075402,11.234,0.1981,57.5876,3
36,57,0.5341,591.83,0.407581,0.063675,0.049726,1.015522,1.015522,0.077644,11.437,0.1993,58.1656,3
36,57,0.6341,468.04,0.07576,0.064194,0.049835,1.019713,1.019713,0.079886,11.64,0.2005,58.7436,3
36,57,0.7341,344.25,0.2847,0.064713,0.049944,1.023904,1.023904,0.082128,11.843,0.2017,59.3216,3
36,57,0.8341,220.46,0.02785,0.065232,0.050053,1.028095,1.028095,0.08437,12.046,0.2029,59.8996,3
37,57,0.9341,96.67,0.0018478,0.065751,0.050162,1.032286,1.032286,0.086612,12.249,0.2041,60.4776,2
37,57,1.0341,0.0196,0.0024578,0.06627,0.050271,1.036477,1.036477,0.088854,12.452,0.2053,61.0556,1
37,57,1.1341,0.02,0.0030678,0.066789,0.05038,1.040668,1.040668,0.091096,12.655,0.2065,61.6336,1
37,57,1.2341,0.0204,0.0036778,0.067308,0.050489,1.044859,1.044859,0.093338,12.858,0.2077,62.2116,1
37,57,1.3341,0.0208,0.0042878,0.067827,0.050598,1.04905,1.04905,12.786,13.061,0.2089,62.7896,1
37,57,1.4341,0.0212,0.0048978,0.068346,0.050707,1.053241,1.053241,14.987,13.264,0.2101,63.3676,1
37,57,1.5341,0.0216,0.0055078,0.068865,0.050816,1.057432,1.057432,17.188,13.467,0.2113,63.9456,1
37,58,1.6341,0.022,0.0061178,0.069384,0.050925,1.061623,1.061623,19.389,13.67,0.2125,64.5236,1
37,58,1.7341,0.0224,0.0067278,0.069903,0.051034,1.065814,1.065814,21.59,13.873,0.2137,65.1016,1
37,58,1.8341,0.0228,0.0073378,0.070422,0.051143,1.070005,1.070005,23.791,14.076,0.2149,65.6796,1
37,58,1.9341,0.0232,0.0079478,0.070941,0.051252,1.074196,1.074196,25.992,14.279,0.2161,66.2576,1
37,58,2.0341,0.0236,0.0085578,0.07146,0.051361,1.078387,1.078387,28.193,14.482,0.2173,66.8356,1
37,58,2.1341,0.024,0.0091678,0.071979,0.05147,1.082578,1.082578,30.394,14.685,0.2185,67.4136,1
37,58,2.2341,0.0244,0.0097778,0.072498,0.051579,1.086769,1.086769,32.595,14.888,0.2197,67.9916,1
37,58,2.3341,0.0248,0.0103878,0.073017,0.051688,1.09096,1.09096,34.796,15.091,0.2209,68.5696,1
37,58,2.4341,0.0252,0.0109978,0.073536,0.051797,1.095151,1.095151,36.997,15.294,0.2221,69.1476,1
37,58,2.5341,0.0256,0.0116078,0.074055,0.051906,1.099342,1.099342,39.198,15.497,0.2233,69.7256,1
37,58,2.6341,0.026,0.0122178,0.074574,0.052015,1.103533,1.103533,41.399,15.7,0.2245,70.3036,1
37,58,2.7341,0.0264,0.0128278,0.075093,0.052124,1.107724,1.107724,43.6,15.903,0.2257,70.8816,1
37,58,2.8341,0.0268,0.0134378,0.075612,0.052233,1.111915,1.111915,45.801,16.106,0.2269,71.4596,1
37,58,2.9341,0.0272,0.0140478,0.076131,0.052342,1.116106,1.116106,48.002,16.309,0.2281,72.0376,1
37,58,3.0341,0.0276,0.0146578,0.07665,0.052451,1.120297,1.120297,50.203,16.512,0.2293,72.6156,1
37,58,3.1341,69999.956,0.0152678,0.077169,0.05256,1.124488,1.124488,52.404,16.715,0.2305,73.1936,3
37,58,3.2341,69806.905,0.0158778,0.077688,0.052669,1.128679,1.128679,54.605,16.918,0.2317,73.7716,3
37,58,3.3341,69613.854,0.0164878,0.078207,0.052778,1.13287,1.13287,56.806,17.121,0.2329,74.3496,3
37,58,3.4341,69420.803,0.0170978,0.078726,0.052887,1.137061,1.137061,59.007,17.324,0.2341,74.9276,3
37,58,3.5341,69227.752,0.0177078,0.079245,0.052996,1.141252,1.141252,61.208,17.527,0.2353,75.5056,3
37,58,3.6341,69034.701,0.0183178,0.079764,0.053105,1.145443,1.145443,63.409,17.73,0.2365,76.0836,3
37,58,3.7341,68841.65,0.0189278,0.080283,0.053214,1.149634,1.149634,65.61,17.933,0.2377,76.6616,3
37,58,3.8341,68648.599,0.0195378,0.080802,0.053323,1.153825,1.153825,67.811,18.136,0.2389,77.2396,3
37,58,3.9341,68455.548,0.0201478,0.081321,0.053432,1.158016,1.158016,70.012,18.339,0.2401,77.8176,3
37,58,4.0341,68262.497,0.0207578,0.08184,0.053541,1.162207,1.162207,72.213,18.542,0.2413,78.3956,3
37,58,4.1341,68069.446,0.0213678,0.082359,0.05365,1.166398,1.166398,74.414,18.745,0.2425,78.9736,3
37,59,4.2341,67876.395,0.0219778,0.082878,0.053759,1.170589,1.170589,76.615,18.948,0.2437,79.5516,3
37,59,4.3341,67683.344,0.0225878,0.083397,0.053868,1.17478,1.17478,78.816,19.151,0.2449,80.1296,3
37,59,4.4341,67490.293,0.0231978,0.083916,0.053977,1.178971,1.178971,81.017,19.354,0.2461,80.7076,3
37,59,4.5341,67297.242,0.0238078,0.084435,0.054086,1.183162,1.183162,83.218,19.557,0.2473,81.2856,3
37,59,4.6341,67104.191,0.0244178,0.084954,0.054195,1.187353,1.187353,85.419,19.76,0.2485,81.8636,3
37,59,4.7341,66911.14,0.0250278,0.085473,0.054304,1.191544,1.191544,87.62,19.963,0.2497,82.4416,3
37,59,4.8341,66718.089,0.0256378,0.085992,0.054413,1.195735,1.195735,89.821,20.166,0.2509,83.0196,3
37,59,4.9341,66525.038,0.0262478,0.086511,0.054522,1.199926,1.199926,92.022,20.369,0.2521,83.5976,3
37,59,5.0341,66331.987,0.0268578,0.08703,0.054631,1.204117,1.204117,94.223,20.572,0.2533,84.1756,3
37,59,5.1341,66138.936,0.0274678,0.087549,0.05474,1.208308,1.208308,96.424,20.775,0.2545,84.7536,3
37,59,5.2341,65945.885,0.0280778,0.088068,0.054849,1.212499,1.212499,98.625,20.978,0.2557,85.3316,3
37,59,5.3341,65752.834,0.0286878,0.088587,0.054958,1.21669,1.21669,100.826,21.181,0.2569,85.9096,3
37,59,5.4341,65559.783,0.0292978,0.089106,0.055067,1.220881,1.220881,103.027,21.384,0.2581,86.4876,3
37,59,5.5341,65366.732,0.0299078,0.089625,0.055176,1.225072,1.225072,105.228,21.587,0.2593,87.0656,3
37,59,5.6341,65173.681,0.0305178,0.090144,0.055285,1.229263,1.229263,107.429,21.79,0.2605,87.6436,3
37,59,5.7341,4.59032,0.0311278,0.090663,0.055394,1.233454,1.233454,109.63,21.993,0.2617,88.2216,2
37,59,5.8341,4.60766,0.0317378,0.091182,0.055503,1.237645,1.237645,111.831,22.196,0.2629,88.7996,2
37,59,5.9341,115.7935,0.0323478,0.091701,0.055612,1.241836,1.241836,114.032,22.399,0.2641,89.3776,3
37,59,6.0341,116.8954,0.0329578,0.09222,0.055721,1.246027,1.246027,116.233,22.602,0.2653,89.9556,3
37,59,6.1341,117.9973,0.0335678,0.092739,0.05583,1.250218,1.250218,118.434,22.805,0.0657,90.5336,3
37,59,6.2341,119.0992,0.0341778,0.093258,0.055939,1.254409,1.254409,120.635,23.008,0.0712,91.1116,3
37,59,6.3341,120.2011,0.0347878,0.093777,0.056048,1.2586,1.2586,122.836,23.211,0.0767,91.6896,3
37,59,6.4341,121.303,0.0353978,0.094296,0.056157,1.262791,1.262791,125.037,23.414,0.0822,92.2676,3
37,59,6.5341,122.4049,0.0360078,0.094815,0.056266,1.266982,1.266982,127.238,23.617,0.0877,92.8456,3
37,60,6.6341,123.5068,0.0366178,0.095334,0.056375,1.271173,1.271173,129.439,23.82,0.0932,93.4236,3
37,60,6.7341,124.6087,0.0372278,0.095853,0.056484,1.275364,1.275364,131.64,24.023,0.0987,94.0016,3
37,60,6.8341,125.7106,0.0378378,0.096372,0.056593,1.279555,1.279555,133.841,24.226,0.1042,94.5796,3
37,60,6.9341,126.8125,0.0384478,0.096891,0.056702,1.283746,1.283746,136.042,24.429,0.1097,95.1576,3
38,60,7.0341,127.9144,0.0390578,0.09741,0.056811,1.287937,1.287937,138.243,24.632,0.1152,95.7356,3
38,60,7.1341,129.0163,0.0396678,0.097929,0.05692,1.292128,1.292128,140.444,24.835,0.1207,96.3136,3
38,60,7.2341,130.1182,0.0402778,0.098448,0.057029,1.296319,1.296319,142.645,25.038,0.1262,96.8916,3
38,60,7.3341,131.2201,0.0408878,0.098967,0.057138,1.30051,1.30051,144.846,25.241,0.1317,97.4696,3
38,60,7.4341,132.322,0.0414978,0.099486,0.057247,1.304701,1.304701,147.047,25.444,0.1372,98.0476,3
38,60,7.5341,133.4239,0.0421078,0.100005,0.057356,1.308892,1.308892,149.248,25.647,0.1427,98.6256,3
38,60,7.6341,134.5258,0.0427178,0.100524,0.057465,1.313083,1.313083,151.449,25.85,0.1482,99.2036,3
38,60,7.7341,135.6277,0.0433278,0.101043,0.057574,1.317274,1.317274,153.65,26.053,0.1537,99.7816,3
38,60,7.8341,136.7296,0.0439378,0.101562,0.057683,1.321465,1.321465,155.851,26.256,0.1592,100.3596,3
38,60,7.9341,137.8315,0.0445478,0.102081,0.057792,1.325656,1.325656,158.052,26.459,0.1647,100.9376,3
38,60,8.0341,138.9334,0.0451578,0.1026,0.057901,1.329847,1.329847,160.253,26.662,0.1702,101.5156,3
38,60,8.1341,140.0353,0.0457678,0.103119,0.05801,1.334038,1.334038,162.454,26.865,0.1757,102.0936,3
38,60,8.2341,141.1372,0.0463778,0.103638,0.058119,1.338229,1.338229,164.655,27.068,0.1812,102.6716,3
38,60,8.3341,142.2391,0.0469878,0.104157,0.058228,1.34242,1.34242,166.856,27.271,0.1867,103.2496,3
38,60,8.4341,143.341,0.0475978,0.104676,0.058337,1.346611,1.346611,169.057,27.474,0.1922,103.8276,3
38,60,8.5341,144.4429,0.0482078,0.105195,0.058446,1.350802,1.350802,171.258,27.677,0.1977,104.4056,3
38,60,8.6341,145.5448,0.0488178,0.105714,0.058555,1.354993,1.354993,173.459,0.0376,0.2032,104.9836,3
38,60,8.7341,146.6467,0.0494278,0.106233,0.058664,1.359184,1.359184,175.66,0.087,0.2087,105.5616,3
38,60,8.8341,147.7486,0.0500378,0.106752,0.058773,1.363375,1.363375,177.861,0.1364,0.2142,106.1396,3
38,61,8.9341,148.8505,0.0506478,0.107271,0.058882,1.367566,1.367566,180.062,0.1858,0.2197,106.7176,3
38,61,9.0341,149.9524,0.0512578,0.10779,0.058991,1.371757,1.371757,182.263,0.2352,0.2252,107.2956,3
38,61,9.1341,151.0543,0.0518678,0.108309,0.0591,1.375948,1.375948,184.464,0.2846,0.2307,107.8736,3
38,61,9.2341,152.1562,0.0524778,0.108828,0.059209,1.380139,1.380139,186.665,0.334,0.2362,108.4516,3
38,61,9.3341,153.2581,0.0530878,0.109347,0.059318,1.38433,1.38433,188.866,0.3834,0.2417,109.0296,3
38,61,9.4341,154.36,0.0536978,0.109866,0.059427,1.388521,1.388521,191.067,0.4328,0.2472,109.6076,3
38,61,9.5341,155.4619,0.0543078,0.110385,0.059536,1.392712,1.392712,193.268,0.4822,0.2527,110.1856,3
38,61,9.6341,156.5638,0.0549178,0.110904,0.059645,1.396903,1.396903,195.469,0.5316,0.2582,110.7636,3
38,61,9.7341,5.28392,0.0555278,0.111423,0.059754,1.401094,1.401094,197.67,0.581,0.2637,111.3416,3
38,61,9.8341,5.30126,0.0561378,0.111942,0.059863,1.405285,1.405285,199.871,0.6304,0.2692,111.9196,3
38,61,9.9341,5.3186,0.0567478,0.112461,0.059972,1.409476,1.409476,202.072,0.6798,0.2747,112.4976,3
38,61,10.0341,5.33594,0.0573578,0.11298,0.060081,1.413667,1.413667,204.273,0.7292,0.2802,113.0756,3
38,61,10.1341,5.35328,0.0579678,0.113499,0.06019,1.417858,1.417858,206.474,0.7786,0.2857,113.6536,3
38,61,10.2341,5.37062,0.0585778,0.114018,0.060299,1.422049,1.422049,208.675,0.828,0.2912,114.2316,3
38,61,10.3341,5.38796,0.0591878,0.114537,0.060408,1.42624,1.42624,210.876,0.8774,0.2967,114.8096,3
38,61,10.4341,5.4053,0.0597978,0.115056,0.060517,1.430431,1.430431,213.077,0.9268,0.3022,115.3876,3
38,61,10.5341,5.42264,0.0604078,0.115575,0.060626,1.434622,1.434622,215.278,0.9762,0.3077,115.9656,3
38,61,10.6341,5.43998,0.0610178,0.116094,0.060735,1.438813,1.438813,2.2714,1.0256,0.3132,116.5436,1
38,61,10.7341,5.45732,0.0616278,0.116613,0.060844,1.443004,1.443004,2.14768,1.075,0.3187,117.1216,1
38,61,10.8341,5.47466,0.0622378,0.117132,0.060953,1.447195,1.447195,2.02396,1.1244,0.3242,117.6996,1
38,61,10.9341,5.492,0.0628478,0.117651,0.061062,1.451386,1.451386,1.90024,1.1738,0.3297,118.2776,1
38,61,11.0341,5.50934,0.0634578,0.11817,0.061171,1.455577,1.455577,1.77652,1.2232,0.3352,118.8556,1
38,62,11.1341,5.52668,0.0640678,0.118689,0.06128,1.459768,1.459768,1.6528,1.2726,0.3407,119.4336,1
38,62,252.9876,5.54402,0.0646778,0.119208,0.061389,1.463959,1.463959,1.52908,1.322,0.3462,120.0116,3
39,62,261.5678,5.56136,0.0652878,0.119727,0.061498,1.46815,1.46815,1.40536,1.3714,0.3517,120.5896,3
39,62,270.148,5.5787,0.0658978,0.120246,0.061607,1.472341,1.472341,1.28164,1.4208,0.3572,121.1676,3
39,62,278.7282,5.59604,0.0665078,0.120765,0.061716,1.476532,1.476532,1.15792,1.4702,0.3627,121.7456,3
39,62,287.3084,5.61338,0.0671178,0.121284,0.061825,1.480723,1.480723,1.0342,1.5196,0.3682,122.3236,3
39,62,295.8886,5.63072,0.0677278,0.121803,0.061934,1.484914,1.484914,0.91048,1.569,0.3737,122.9016,3
39,62,304.4688,5.64806,0.0683378,0.122322,0.062043,1.489105,1.489105,0.78676,1.6184,0.3792,123.4796,3
39,62,313.049,5.6654,0.0689478,0.122841,0.062152,1.493296,1.493296,0.66304,1.6678,0.3847,124.0576,3
39,62,321.6292,5.68274,0.0695578,0.12336,0.062261,1.497487,1.497487,0.53932,1.7172,0.3902,124.6356,3
39,62,330.2094,5.70008,0.0701678,0.123879,0.06237,1.501678,1.501678,0.4156,1.7666,0.3957,125.2136,3
39,62,338.7896,5.71742,0.0707778,0.124398,0.062479,1.505869,1.505869,0.29188,1.816,0.4012,125.7916,3
39,62,347.3698,5.73476,0.0713878,0.124917,0.062588,1.51006,1.51006,0.16816,1.8654,0.4067,126.3696,3
39,62,355.95,5.7521,0.0719978,0.125436,0.062697,1.514251,1.514251,104.67,1.9148,0.4122,126.9476,3
39,62,364.5302,5.76944,0.0726078,0.125955,0.062806,1.518442,1.518442,138.98,1.9642,0.4177,127.5256,3
39,62,373.1104,5.78678,0.0732178,0.126474,0.062915,1.522633,1.522633,173.29,2.0136,0.4232,128.1036,3
39,62,2300.9834,5.80412,0.0738278,0.126993,0.063024,1.526824,1.526824,207.6,2.063,0.4287,128.6816,3
39,62,2397.3532,5.82146,0.0744378,0.127512,0.063133,1.531015,1.531015,241.91,2.1124,0.4342,129.2596,3
39,62,1000.7834,5.8388,0.0750478,0.128031,0.063242,1.535206,1.535206,276.22,2.1618,0.4397,129.8376,3
39,62,1100.3654,5.85614,0.0756578,0.12855,0.063351,1.539397,1.539397,310.53,2.2112,0.4452,130.4156,3
39,62,1199.9474,5.87348,0.0762678,0.129069,0.06346,1.543588,1.543588,344.84,2.2606,0.4507,130.9936,3
39,62,1299.5294,5.89082,0.0768778,0.129588,0.063569,1.547779,1.547779,379.15,2.31,0.4562,131.5716,3
39,62,1399.1114,5.90816,0.0774878,0.130107,0.063678,1.55197,1.55197,413.46,2.3594,0.4617,132.1496,3
39,63,1498.6934,5.9255,0.0780978,0.130626,0.063787,1.556161,1.556161,447.77,2.4088,0.4672,132.7276,3
39,63,1598.2754,5.94284,0.0787078,0.131145,0.063896,1.560352,1.560352,482.08,2.4582,0.4727,133.3056,3
39,63,1697.8574,5.96018,0.0793178,0.131664,0.064005,1.564543,1.564543,516.39,2.5076,0.4782,133.8836,3
39,63,1797.4394,5.97752,0.0799278,0.132183,0.064114,1.568734,1.568734,550.7,2.557,0.4837,134.4616,3
39,63,1897.0214,5.99486,0.0805378,0.132702,0.064223,1.572925,1.572925,585.01,2.6064,0.4892,135.0396,3
39,63,1996.6034,6.0122,0.0811478,0.133221,0.064332,1.577116,1.577116,0.053,2.6558,0.4947,135.6176,3
39,63,2096.1854,6.02954,0.0817578,0.13374,0.064441,1.581307,1.581307,0.056,2.7052,0.5002,136.1956,3
39,63,2195.7674,6.04688,0.0823678,0.134259,0.06455,1.585498,1.585498,0.059,2.7546,0.5057,136.7736,3
39,63,2295.3494,6.06422,0.0829778,0.134778,0.064659,1.589689,1.589689,0.062,2.804,0.5112,137.3516,3
39,63,2394.9314,6.08156,0.0835878,0.135297,0.064768,1.59388,1.59388,0.065,2.8534,0.5167,137.9296,3
39,63,0.5012,6.0989,0.0841978,0.135816,0.064877,1.598071,1.598071,0.068,2.9028,0.5222,138.5076,1
39,63,0.6894,6.11624,0.0848078,0.136335,0.064986,1.602262,1.602262,0.071,2.9522,0.5277,139.0856,1
39,63,0.8776,6.13358,0.0854178,0.136854,0.065095,1.606453,1.606453,0.074,3.0016,0.5332,139.6636,1
39,63,1.0658,6.15092,0.0860278,0.137373,0.065204,1.610644,1.610644,0.077,3.051,0.5387,140.2416,1
40,63,1.254,6.16826,0.0866378,0.137892,0.065313,1.614835,1.614835,0.08,3.1004,0.5442,140.8196,1
40,63,1.4422,6.1856,0.0872478,0.138411,0.065422,1.619026,1.619026,0.083,3.1498,0.5497,141.3976,1
40,63,1.6304,6.20294,0.0878578,0.13893,0.065531,1.623217,1.623217,0.086,3.1992,0.5552,141.9756,1
40,63,1.8186,6.22028,0.0884678,0.139449,0.06564,1.627408,1.627408,0.089,3.2486,0.5607,142.5536,1
40,63,2.0068,6.23762,0.0890778,0.139968,0.065749,1.631599,1.631599,0.092,3.298,0.5662,143.1316,1
40,63,2.195,6.25496,0.0896878,0.140487,0.065858,1.63579,1.63579,0.095,3.3474,0.5717,143.7096,1
40,63,2.3832,6.2723,0.0902978,0.141006,0.065967,1.639981,1.639981,0.098,3.3968,0.5772,144.2876,1
40,63,2.5714,6.28964,0.0909078,0.141525,0.066076,1.644172,1.644172,0.101,3.4462,0.5827,144.8656,1
40,63,2.7596,6.30698,0.0915178,0.142044,0.066185,1.648363,1.648363,0.104,3.4956,0.5882,145.4436,1
40,63,2.9478,6.32432,0.0921278,0.142563,0.066294,1.652554,1.652554,0.107,3.545,0.5937,146.0216,1
40,63,3.136,6.34166,0.0927378,0.143082,0.066403,1.656745,1.656745,0.11,3.5944,0.5992,146.5996,1
40,64,3.3242,6.359,0.0933478,0.143601,0.066512,1.660936,1.660936,0.113,3.6438,0.6047,147.1776,1
40,64,3.5124,6.37634,0.0939578,0.14412,0.066621,1.665127,1.665127,0.116,3.6932,0.6102,147.7556,1
40,64,3.7006,6.39368,0.0945678,0.144639,0.06673,1.669318,1.669318,0.119,3.7426,0.6157,148.3336,1
40,64,3.8888,6.41102,0.0951778,0.145158,0.066839,1.673509,1.673509,0.122,3.792,0.6212,148.9116,1
40,64,4.077,6.42836,0.0957878,0.145677,0.066948,1.6777,1.6777,0.125,3.8414,0.6267,149.4896,1
40,64,4.2652,6.4457,0.0963978,0.146196,0.067057,1.681891,1.681891,0.128,3.8908,0.6322,150.0676,1
40,64,4.4534,6.46304,0.0970078,0.146715,0.067166,1.686082,1.686082,0.131,3.9402,0.6377,150.6456,1
40,64,4.6416,6.48038,0.0976178,0.147234,1.56768,1.690273,1.690273,0.134,3.9896,0.6432,151.2236,1
40,64,4.8298,6.49772,0.0982278,0.147753,1.60248,1.694464,1.694464,0.137,4.039,0.6487,151.8016,1
40,64,5.018,6.51506,0.0988378,0.148272,1.63728,1.698655,1.698655,0.14,4.0884,0.6542,152.3796,1
40,64,5.2062,6.5324,0.0994478,0.148791,1.67208,1.702846,1.702846,0.143,4.1378,0.6597,152.9576,1
40,64,5.3944,6.54974,0.1000578,0.14931,1.70688,1.707037,1.707037,0.146,4.1872,0.6652,153.5356,1
40,64,5.5826,6.56708,0.1006678,0.149829,1.74168,1.711228,1.711228,0.149,4.2366,0.6707,154.1136,1
40,64,5.7708,6.58442,0.1012778,0.150348,1.77648,1.715419,1.715419,0.152,4.286,0.6762,154.6916,1
40,64,5.959,6.60176,0.1018878,0.150867,1.81128,1.71961,1.71961,0.155,4.3354,0.6817,155.2696,1
40,64,6.1472,6.6191,0.1024978,0.151386,1.84608,1.723801,1.723801,0.158,4.3848,0.6872,155.8476,1
40,64,6.3354,6.63644,0.1031078,0.151905,1.88088,1.727992,1.727992,0.161,4.4342,0.6927,156.4256,1
40,64,6.5236,6.65378,0.1037178,0.152424,1.91568,1.732183,1.732183,0.164,4.4836,0.6982,157.0036,1
40,64,6.7118,6.67112,0.1043278,0.152943,1.95048,1.736374,1.736374,0.167,4.533,0.7037,157.5816,1
40,65,6.9,6.68846,0.1049378,0.153462,1.98528,1.740565,1.740565,0.17,4.5824,0.7092,158.1596,1
41,65,7.0882,6.7058,0.1055478,0.153981,2.02008,1.744756,1.744756,0.173,4.6318,0.7147,158.7376,1
41,65,7.2764,6.72314,0.1061578,0.1545,2.05488,1.748947,1.748947,0.176,4.6812,0.7202,159.3156,1
41,65,7.4646,6.74048,0.1067678,0.155019,2.08968,1.753138,1.753138,0.179,4.7306,0.7257,159.8936,1
